cycle,n,area_sim,area_expected,V_hom,f_dot,dNdt,dMdt,M,anomaly
927,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-36830494.691927,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
928,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-36870182.726078,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
929,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-36909870.760229,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
930,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-36949558.794379,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
931,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-36989246.828530,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
932,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-37028934.862681,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
933,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-37068622.896832,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
934,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-37108310.930983,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
935,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-37147998.965133,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
936,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-37187686.999284,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
937,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-37227375.033435,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
938,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-37267063.067586,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
939,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-37306751.101737,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
940,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-37346439.135887,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
941,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-37386127.170038,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
942,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-37425815.204189,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
943,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-37465503.238340,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
944,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-37505191.272490,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
945,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-37544879.306641,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
946,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-37584567.340792,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
947,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-37624255.374943,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
948,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-37663943.409094,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
949,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-37703631.443244,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
950,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-37743319.477395,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
951,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-37783007.511546,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
952,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-37822695.545697,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
953,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-37862383.579848,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
954,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-37902071.613998,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
955,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-37941759.648149,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
956,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-37981447.682300,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
957,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-38021135.716451,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
958,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-38060823.750601,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
959,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-38100511.784752,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
960,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-38140199.818903,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
961,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-38179887.853054,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
962,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-38219575.887205,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
963,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-38259263.921355,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
964,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-38298951.955506,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
965,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-38338639.989657,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
966,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-38378328.023808,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
967,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-38418016.057959,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
968,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-38457704.092109,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
969,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-38497392.126260,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
970,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-38537080.160411,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
971,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-38576768.194562,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
972,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-38616456.228712,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
973,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-38656144.262863,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
974,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-38695832.297014,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
975,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-38735520.331165,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
976,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-38775208.365316,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
977,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-38814896.399466,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
978,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-38854584.433617,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
979,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-38894272.467768,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
980,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-38933960.501919,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
981,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-38973648.536070,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
982,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-39013336.570220,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
983,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-39053024.604371,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
984,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-39092712.638522,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
985,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-39132400.672673,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
986,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-39172088.706824,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
987,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-39211776.740974,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
988,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-39251464.775125,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
989,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-39291152.809276,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
990,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-39330840.843427,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
991,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-39370528.877577,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
992,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-39410216.911728,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
993,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-39449904.945879,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
994,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-39489592.980030,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
995,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-39529281.014181,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
996,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-39568969.048331,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
997,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-39608657.082482,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
998,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-39648345.116633,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
999,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-39688033.150784,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
